,train_acc,train_loss,train_miou,train_class_acc,val_acc,val_loss,val_miou,val_class_acc
156,0.9838605127978785,0.3175181390841802,0.9685177845190913,[0.98386051 0.99752732],0.8916209418533306,0.34421263337135316,0.8143047107159501,[0.89162094 0.98272296]
157,0.983886117967924,0.31751256257295607,0.9685843031273307,[0.98388612 0.9975298 ],0.8897607044527344,0.34439449111620585,0.8130240349459138,[0.8897607  0.98267104]
158,0.9839949995672307,0.3174870862563451,0.9687835371932069,[0.983995   0.99754551],0.8921162889873068,0.3443037728468577,0.8140310476014387,[0.89211629 0.9827058 ]
159,0.9840649871443289,0.3174674724539121,0.9689282653777392,[0.98406499 0.99755764],0.8905823037399517,0.34429120818773906,0.814333765626458,[0.8905823  0.98283722]
160,0.9841428114072814,0.31744988352060316,0.9690875741444733,[0.98414281 0.99756945],0.8931390567453295,0.34427655935287477,0.8151295398130601,[0.89313906 0.98250037]
161,0.9842116069325285,0.31743332743644714,0.9692005678908574,[0.98421161 0.99757975],0.890303917427654,0.3443391660849253,0.8139164619088926,[0.89030392 0.98292146]
162,0.9842809313712045,0.3174188444018364,0.96934081690374,[0.98428093 0.99758896],0.8937550078419633,0.34437252481778463,0.8151361540990198,[0.89375501 0.98229802]
163,0.9843196646767888,0.31741012265284857,0.9693920752792845,[0.98431966 0.99759257],0.8916347062675762,0.3443774441878001,0.8138950293111139,[0.89163471 0.98255844]
164,0.9843395707289866,0.3173967518409093,0.969445633614992,[0.98433957 0.99760098],0.8924815261814232,0.34431832234064735,0.8147656584551269,[0.89248153 0.98263133]
165,0.9843940277110136,0.3173790982365608,0.9695722790370862,[0.98439403 0.9976129 ],0.8886724893271889,0.34451115926106773,0.8121841301658314,[0.88867249 0.98286008]
